"자동차등록용도별(1)","차종별(1)","규모별(1)","시점",합계,합계,합계,합계,합계,합계,휘발유,휘발유,휘발유,휘발유,휘발유,휘발유,경유,경유,경유,경유,경유,경유,LPG,LPG,LPG,LPG,LPG,LPG,전기,전기,전기,전기,전기,전기,하이브리드,하이브리드,하이브리드,하이브리드,하이브리드,하이브리드
"자동차등록용도별(1)","차종별(1)","규모별(1)","시점",검사대수 (대),검사대수 (대),검사대수 (대),부적합률 (%),부적합률 (%),부적합률 (%),검사대수 (대),검사대수 (대),검사대수 (대),부적합률 (%),부적합률 (%),부적합률 (%),검사대수 (대),검사대수 (대),검사대수 (대),부적합률 (%),부적합률 (%),부적합률 (%),검사대수 (대),검사대수 (대),검사대수 (대),부적합률 (%),부적합률 (%),부적합률 (%),검사대수 (대),검사대수 (대),검사대수 (대),부적합률 (%),부적합률 (%),부적합률 (%),검사대수 (대),검사대수 (대),검사대수 (대),부적합률 (%),부적합률 (%),부적합률 (%)
"자동차등록용도별(1)","차종별(1)","규모별(1)","시점",원데이터,전년 대비 증감,증감률,원데이터,전년 대비 증감,증감률,원데이터,전년 대비 증감,증감률,원데이터,전년 대비 증감,증감률,원데이터,전년 대비 증감,증감률,원데이터,전년 대비 증감,증감률,원데이터,전년 대비 증감,증감률,원데이터,전년 대비 증감,증감률,원데이터,전년 대비 증감,증감률,원데이터,전년 대비 증감,증감률,원데이터,전년 대비 증감,증감률,원데이터,전년 대비 증감,증감률
"비사업용","승용차","합계","2013",5215890,,,11.10,,,3310189,,,9.40,,,1238574,,,14.90,,,656383,,,12.60,,,4,,,-,-,-,8216,,,4.30,,
"비사업용","승용차","합계","2014",5281766,65876,1.3,12.90,1.80,16.2,3339628,29439,0.9,11.00,1.60,17.0,1274740,36166,2.9,17.00,2.10,14.1,654067,-2316,-0.4,14.60,2.00,15.9,35,31,775.0,-,-,-,10400,2184,26.6,6.40,2.10,48.8
"비사업용","승용차","합계","2015",5737710,455944,8.6,13.60,0.70,5.4,3647132,307504,9.2,11.50,0.50,4.5,1411207,136467,10.7,18.00,1.00,5.9,649441,-4626,-0.7,16.50,1.90,13.0,224,189,540.0,6.70,,,26373,15973,153.6,6.20,-0.20,-3.1
"비사업용","승용차","합계","2016",5831737,94027,1.6,14.50,0.90,6.6,3614807,-32325,-0.9,12.40,0.90,7.8,1519448,108241,7.7,18.40,0.40,2.2,650115,674,0.1,17.30,0.80,4.8,210,-14,-6.3,9.00,2.30,34.3,43853,17480,66.3,6.40,0.20,3.2
"비사업용","승용차","합계","2017",6163808,332071,5.7,15.77,1.30,8.8,3810517,195710,5.4,14.01,1.60,13.0,1662872,143424,9.4,18.50,0.10,0.5,634660,-15455,-2.4,19.64,2.30,13.5,701,491,233.8,4.28,-4.70,-52.4,51752,7899,18.0,9.94,3.50,55.3
"비사업용","승용차","합계","2018",6333145,169337,2.7,18.73,3.00,18.8,3777730,-32787,-0.9,17.41,3.40,24.3,1843140,180268,10.8,19.94,1.40,7.8,632048,-2612,-0.4,23.85,4.20,21.4,1809,1108,158.1,5.64,1.40,31.8,75189,23437,45.3,12.61,2.70,26.9
"비사업용","승용차","합계","2019",6709998,376853,6.0,22.07,3.30,17.8,3944600,166870,4.4,21.88,4.50,25.7,2063740,220600,12.0,20.91,1.00,4.9,609075,-22973,-3.6,27.93,4.10,17.1,3714,1905,105.3,7.24,1.60,28.4,85736,10547,14.0,17.09,4.50,35.5
"비사업용","승용차","합계","2020",6975487,265489,4.0,18.93,-3.10,-14.2,4047336,102736,2.6,18.66,-3.20,-14.7,2159366,95626,4.6,18.09,-2.80,-13.5,626091,17016,2.8,25.02,-2.90,-10.4,5883,2169,58.4,6.34,-0.90,-12.4,133967,48231,56.3,12.44,-4.70,-27.2
"비사업용","승용차","합계","2021",7315277,339790,4.9,20.10,1.20,6.2,4227886,180550,4.5,20.27,1.60,8.6,2303153,143787,6.7,18.62,0.50,2.9,602809,-23282,-3.7,27.10,2.10,8.3,14231,8348,141.9,7.62,1.30,20.2,164647,30680,22.9,11.79,-0.70,-5.2
"비사업용","승용차","합계","2022",7514511,199234,2.7,21.04,0.90,4.7,4297937,70051,1.7,20.99,0.70,3.6,2358333,55180,2.4,19.58,1.00,5.2,608008,5199,0.9,30.51,3.40,12.6,30984,16753,117.7,8.12,0.50,6.6,216449,51802,31.5,13.07,1.30,10.9
